48,M,18,17,72703
49,M,18,14,48126
50,M,35,16,11229
51,F,56,17,55105
52,M,25,12,94112
53,M,25,11,97370
54,M,35,17,49015
55,M,35,0,85310
56,F,45,16,55076
57,M,18,18,55113
58,M,25,7,55436
59,F,25,1,60615
60,M,18,19,98126
61,M,25,20,75801
62,F,25,1,68503
63,M,25,7,22304
64,F,35,0,20755
65,M,35,7,55116
66,M,35,11,75229
67,F,45,12,55001
68,F,18,12,29708
69,M,25,2,55408
70,M,50,14,55414
71,F,18,4,48202
72,M,18,0,80302
73,M,18,4,55427
74,M,18,4,55455
75,F,25,0,48162
76,F,45,16,1982
77,M,35,1,98126
78,M,45,18,60482
79,M,25,14,91214
80,M,50,7,19118
81,M,35,0,94117
82,M,25,17,94401
83,F,25,0,10003
84,F,25,12,91910
85,M,35,0,94109
86,M,25,1,54601
87,F,50,13,94706
88,M,25,12,97119
89,M,25,0,11801
90,M,25,20,94591
91,M,35,12,55110
92,M,35,7,19406
93,F,56,1,55337-4056
94,F,45,9,43147
95,M,18,0,80203
96,F,50,5,89432
97,M,18,2,97211
98,M,18,4,19010
99,M,25,12,97370
100,F,25,7,78664
1,F,35,4,61820
2,M,18,4,4901
3,M,18,7,20006
4,M,25,0,55414
5,M,35,0,55414
6,F,25,0,53051
7,M,25,16,90027
8,M,35,2,10025
9,M,35,4,16801
10,M,1,4,31207
11,M,45,4,31201
12,M,25,2,22207
13,M,18,4,2138
14,F,18,9,46911
15,M,35,1,55105
16,M,45,13,90740
17,M,18,7,38555
18,M,35,13,55104
19,F,25,6,33436
20,M,25,6,99516
21,M,25,4,55128
22,F,25,17,55117
23,M,25,12,53716
24,M,18,17,55106
25,M,25,3,55112
26,M,35,11,25302
27,F,35,18,55448
28,M,25,12,80401
29,M,18,7,2115
30,M,45,7,92065
31,M,25,7,55902
32,M,25,1,55109
33,F,45,2,55410
34,M,35,2,55113
35,M,25,18,55434
36,M,25,0,98765
37,F,25,19,80205
38,M,50,7,55116
39,F,18,7,80207
40,F,50,3,28001
41,M,35,13,92119
42,M,18,12,55076
43,M,25,3,55127
44,M,50,14,75034
45,M,35,12,94114
46,F,18,0,55110
47,M,25,1,55305
48,M,18,7,55110
49,M,18,10,8035
50,M,35,20,8035
51,F,56,4,55105
52,M,25,4,60115
53,M,25,7,92625
54,M,35,1,55117
55,M,35,3,55107
56,F,45,20,55101
57,M,18,0,98103
58,M,25,1,20815
59,F,25,17,55128
60,M,18,17,28208
61,M,25,14,94115
62,F,25,20,55407
63,M,25,10,55419
64,F,35,1,46815
65,M,35,4,2138
66,M,35,15,55126
67,F,45,12,55421
68,F,18,0,90293
69,M,25,1,55110
70,M,50,17,22304
71,F,18,4,2141
72,M,18,4,72227
73,M,18,2,55347
74,M,18,14,55346
75,F,25,2,55106
76,F,45,1,80026
77,M,35,17,55418
78,M,45,0,55105
79,M,25,1,54822
80,M,50,2,92024
81,M,35,17,89015
82,M,25,20,66205
83,F,25,7,78757
84,F,25,11,55075
85,M,35,6,68131
86,M,25,0,55408
87,F,50,7,55111
88,M,25,0,10021
89,M,25,6,68128
90,M,25,4,55405
91,M,35,11,22122
92,M,35,7,20037
93,F,56,17,55402
94,F,45,0,55013
95,M,18,5,55104
96,F,50,1,56187
97,M,18,17,22124
98,M,18,17,55454
99,M,25,6,55128
100,F,25,3,55422
1,F,35,4,55129
2,M,18,4,55427
3,M,18,7,2138
4,M,25,0,10128
5,M,35,0,13077
6,F,25,0,55105
7,M,25,16,89503
8,M,35,2,2143
9,M,35,4,55122
10,M,1,4,55417
11,M,45,4,43214
12,M,25,2,55117
13,M,18,4,55409
14,F,18,9,55317
15,M,35,1,55406
16,M,45,13,55076
17,M,18,7,50613
18,M,35,13,54016
19,F,25,6,55422
20,M,25,6,55406
21,M,25,4,55125
22,F,25,17,55104
23,M,25,12,55455
24,M,18,17,55112
25,M,25,3,55303
26,M,35,11,55455
27,F,35,18,55104
28,M,25,12,55455
29,M,18,7,54901
30,M,45,7,55306
31,M,25,7,55303
32,M,25,1,55306
33,F,45,2,55115
34,M,35,2,98155
35,M,25,18,55125
36,M,25,0,43023
37,F,25,19,55030
38,M,50,7,53705
39,F,18,7,55129
40,F,50,3,32940
41,M,35,13,55127
42,M,18,12,55105
43,M,25,3,55421
44,M,50,14,55108
45,M,35,12,55117
46,F,18,0,55042
47,M,25,1,55105
48,M,18,7,80123
49,M,18,10,85037
50,M,35,20,24523
51,F,56,4,54720
52,M,25,4,55117
53,M,25,7,55102
54,M,35,1,55092
55,M,35,3,55113
56,F,45,20,55105
57,M,18,0,54703
58,M,25,1,55405-2546
59,F,25,17,55105
60,M,18,17,55313
61,M,25,14,55075
62,F,25,20,55416
63,M,25,10,55105
64,F,35,1,55455
65,M,35,4,94523
66,M,35,15,55405
67,F,45,12,55075
68,F,18,0,55082
69,M,25,1,55122
70,M,50,17,55068
71,F,18,4,8904
72,M,18,4,55418
73,M,18,2,55112
74,M,18,14,92126
75,F,25,2,55421
76,F,45,1,55127
77,M,35,17,55410
78,M,45,0,55113
79,M,25,1,55042
80,M,50,2,55422
81,M,35,17,55115
82,M,25,20,55305
83,F,25,7,55105
84,F,25,11,55104
85,M,35,6,55042
86,M,25,0,91367
87,F,50,7,55082
88,M,25,0,55107
89,M,25,6,55455
90,M,25,4,55345
91,M,35,11,56043
92,M,35,7,55112
93,F,56,17,55016
94,F,45,0,17870
95,M,18,5,55421
96,F,50,1,55455
97,M,18,17,55412
98,M,18,17,55113
99,M,25,6,55108
100,F,25,3,55105
1,F,35,4,55129
2,M,18,4,55427
3,M,18,7,2138
4,M,25,0,10128
5,M,35,0,13077
6,F,25,0,55105
7,M,25,16,89503
8,M,35,2,2143
9,M,35,4,55122
10,M,1,4,55417
11,M,45,4,43214
12,M,25,2,55117
13,M,18,4,55409
14,F,18,9,55317
15,M,35,1,55406
16,M,45,13,55076
17,M,18,7,50613
18,M,35,13,54016
19,F,25,6,55422
20,M,25,6,55406
21,M,25,4,55125
22,F,25,17,55104
23,M,25,12,55455
24,M,18,17,55112
25,M,25,3,55303
26,M,35,11,55455
27,F,35,18,55104
28,M,25,12,55455
29,M,18,7,54901
30,M,45,7,55306
31,M,25,7,55303
32,M,25,1,55306
33,F,45,2,55115
34,M,35,2,98155
35,M,25,18,55125
36,M,25,0,43023
37,F,25,19,55030
38,M,50,7,53705
39,F,18,7,55129
40,F,50,3,32940
41,M,35,13,55127
42,M,18,12,55105
43,M,25,3,55421
44,M,50,14,55108
45,M,35,12,55117
46,F,18,0,55042
47,M,25,1,55105
48,M,18,7,80123
49,M,18,10,85037
50,M,35,20,24523
51,F,56,4,54720
52,M,25,4,55117
53,M,25,7,55102
54,M,35,1,55092
55,M,35,3,55113
56,F,45,20,55105
57,M,18,0,54703
58,M,25,1,55405-2546
59,F,25,17,55105
60,M,18,17,55313
61,M,25,14,55075
62,F,25,20,55416
63,M,25,10,55105
64,F,35,1,55455
65,M,35,4,94523
66,M,35,15,55405
67,F,45,12,55075
68,F,18,0,55082
69,M,25,1,55122
70,M,50,17,55068
71,F,18,4,8904
72,M,18,4,55418
73,M,18,2,55112
74,M,18,14,92126
75,F,25,2,55421
76,F,45,1,55127
77,M,35,17,55410
78,M,45,0,55113
79,M,25,1,55042
80,M,50,2,55422
81,M,35,17,55115
82,M,25,20,55305
83,F,25,7,55105
84,F,25,11,55104
85,M,35,6,55042
86,M,25,0,91367
87,F,50,7,55082
88,M,25,0,55107
89,M,25,6,55455
90,M,25,4,55345
91,M,35,11,56043
92,M,35,7,55112
93,F,56,17,55016
94,F,45,0,17870
95,M,18,5,55421
96,F,50,1,55455
97,M,18,17,55412
98,M,18,17,55113
99,M,25,6,55108
100,F,25,3,55105
1,F,35,4,55129
2,M,18,4,55427
3,M,18,7,2138
4,M,25,0,10128
5,M,35,0,13077
6,F,25,0,55105
7,M,25,16,89503
8,M,35,2,2143
9,M,35,4,55122
10,M,1,4,55417
11,M,45,4,43214
12,M,25,2,55117
13,M,18,4,55409
14,F,18,9,55317
15,M,35,1,55406
16,M,45,13,55076
17,M,18,7,50613
18,M,35,13,54016
19,F,25,6,55422
20,M,25,6,55406
21,M,25,4,55125
22,F,25,17,55104
23,M,25,12,55455
24,M,18,17,55112
25,M,25,3,55303
26,M,35,11,55455
27,F,35,18,55104
28,M,25,12,55455
29,M,18,7,54901
30,M,45,7,55306
31,M,25,7,55303
32,M,25,1,55306
33,F,45,2,55115
34,M,35,2,98155
35,M,25,18,55125
36,M,25,0,43023
37,F,25,19,55030
38,M,50,7,53705
39,F,18,7,55129
40,F,50,3,32940
41,M,35,13,55127
42,M,18,12,55105
43,M,25,3,55421
44,M,50,14,55108
45,M,35,12,55117
46,F,18,0,55042
47,M,25,1,55105
48,M,18,7,80123
49,M,18,10,85037
50,M,35,20,24523
51,F,56,4,54720
52,M,25,4,55117
53,M,25,7,55102
54,M,35,1,55092
55,M,35,3,55113
56,F,45,20,55105
57,M,18,0,54703
58,M,25,1,55405-2546
59,F,25,17,55105
60,M,18,17,55313
61,M,25,14,55075
62,F,25,20,55416
63,M,25,10,55105
64,F,35,1,55455
65,M,35,4,94523
66,M,35,15,55405
67,F,45,12,55075
68,F,18,0,55082
69,M,25,1,55122
70,M,50,17,55068
71,F,18,4,8904
72,M,18,4,55418
73,M,18,2,55112
74,M,18,14,92126
75,F,25,2,55421
76,F,45,1,55127
77,M,35,17,55410
78,M,45,0,55113
79,M,25,1,55042
80,M,50,2,55422
81,M,35,17,55115
82,M,25,20,55305
83,F,25,7,55105
84,F,25,11,55104
85,M,35,6,55042
86,M,25,0,91367
87,F,50,7,55082
88,M,25,0,55107
89,M,25,6,55455
90,M,25,4,55345
91,M,35,11,56043
92,M,35,7,55112
93,F,56,17,55016
94,F,45,0,17870
95,M,18,5,55421
96,F,50,1,55455
97,M,18,17,55412
98,M,18,17,55113
99,M,25,6,55108
100,F,25,3,55105
1,F,35,4,55129
2,M,18,4,55427
3,M,18,7,2138
4,M,25,0,10128
5,M,35,0,13077
6,F,25,0,55105
7,M,25,16,89503
8,M,35,2,2143
9,M,35,4,55122
10,M,1,4,55417
11,M,45,4,43214
12,M,25,2,55117
13,M,18,4,55409
14,F,18,9,55317
15,M,35,1,55406
16,M,45,13,55076
17,M,18,7,50613
18,M,35,13,54016
19,F,25,6,55422
20,M,25,6,55406
21,M,25,4,55125
22,F,25,17,55104
23,M,25,12,55455
24,M,18,17,55112
25,M,25,3,55303
26,M,35,11,55455
27,F,35,18,55104
28,M,25,12,55455
29,M,18,7,54901
30,M,45,7,55306
31,M,25,7,55303
32,M,25,1,55306
33,F,45,2,55115
34,M,35,2,98155
35,M,25,18,55125
36,M,25,0,43023
37,F,25,19,55030
38,M,50,7,53705
39,F,18,7,55129
40,F,50,3,32940
41,M,35,13,55127
42,M,18,12,55105
43,M,25,3,55421
44,M,50,14,55108
45,M,35,12,55117
46,F,18,0,55042
47,M,25,1,55105
48,M,18,7,80123
49,M,18,10,85037
50,M,35,20,24523
51,F,56,4,54720
52,M,25,4,55117
53,M,25,7,55102
54,M,35,1,55092
55,M,35,3,55113
56,F,45,20,55105
57,M,18,0,54703
58,M,25,1,55405-2546
59,F,25,17,55105
60,M,18,17,55313
61,M,25,14,55075
62,F,25,20,55416
63,M,25,10,55105
64,F,35,1,55455
65,M,35,4,94523
66,M,35,15,55405
67,F,45,12,55075
68,F,18,0,55082
69,M,25,1,55122
70,M,50,17,55068
71,F,18,4,8904
72,M,18,4,55418
73,M,18,2,55112
74,M,18,14,92126
75,F,25,2,55421
76,F,45,1,55127
77,M,35,17,55410
78,M,45,0,55113
79,M,25,1,55042
80,M,50,2,55422
81,M,35,17,55115
82,M,25,20,55305
83,F,25,7,55105
84,F,25,11,55104
85,M,35,6,55042
86,M,25,0,91367
87,F,50,7,55082
88,M,25,0,55107
89,M,25,6,55455
90,M,25,4,55345
91,M,35,11,56043
92,M,35,7,55112
93,F,56,17,55016
94,F,45,0,17870
95,M,18,5,55421
96,F,50,1,55455
97,M,18,17,55412
98,M,18,17,55113
99,M,25,6,55108
100,F,25,3,55105
1,F,35,4,55129
2,M,18,4,55427
3,M,18,7,2138
4,M,25,0,10128
5,M,35,0,13077
6,F,25,0,55105
7,M,25,16,89503
8,M,35,2,2143
9,M,35,4,55122
10,M,1,4,55417
11,M,45,4,43214
12,M,25,2,55117
13,M,18,4,55409
14,F,18,9,55317
15,M,35,1,55406
16,M,45,13,55076
17,M,18,7,50613
18,M,35,13,54016
19,F,25,6,55422
20,M,25,6,55406
21,M,25,4,55125
22,F,25,17,55104
23,M,25,12,55455
24,M,18,17,55112
25,M,25,3,55303
26,M,35,11,55455
27,F,35,18,55104
28,M,25,12,55455
29,M,18,7,54901
30,M,45,7,55306
31,M,25,7,55303
32,M,25,1,55306
33,F,45,2,55115
34,M,35,2,98155
35,M,25,18,55125
36,M,25,0,43023
37,F,25,19,55030
38,M,50,7,53705
39,F,18,7,55129
40,F,50,3,32940
41,M,35,13,55127
42,M,18,12,55105
43,M,25,3,55421
44,M,50,14,55108
45,M,35,12,55117
46,F,18,0,55042
47,M,25,1,55105
48,M,18,7,80123
49,M,18,10,85037
50,M,35,20,24523
51,F,56,4,54720
52,M,25,4,55117
53,M,25,7,55102
54,M,35,1,55092
55,M,35,3,55113
56,F,45,20,55105
57,M,18,0,54703
58,M,25,1,55405-2546
59,F,25,17,55105
60,M,18,17,55313
61,M,25,14,55075
62,F,25,20,55416
63,M,25,10,55105
64,F,35,1,55455
65,M,35,4,94523
66,M,35,15,55405
67,F,45,12,55075
68,F,18,0,55082
69,M,25,1,55122
70,M,50,17,55068
71,F,18,4,8904
72,M,18,4,55418
73,M,18,2,55112
74,M,18,14,92126
75,F,25,2,55421
76,F,45,1,55127
77,M,35,17,55410
78,M,45,0,55113
79,M,25,1,55042
80,M,50,2,55422
81,M,35,17,55115
82,M,25,20,55305
83,F,25,7,55105
84,F,25,11,55104
85,M,35,6,55042
86,M,25,0,91367
87,F,50,7,55082
88,M,25,0,55107
89,M,25,6,55455
90,M,25,4,55345
91,M,35,11,56043
92,M,35,7,55112
93,F,56,17,55016
94,F,45,0,17870
95,M,18,5,55421
96,F,50,1,55455
97,M,18,17,55412
98,M,18,17,55113
99,M,25,6,55108
100,F,25,3,55105
1,F,35,4,55129
2,M,18,4,55427
3,M,18,7,2138
4,M,25,0,10128
5,M,35,0,13077
6,F,25,0,55105
7,M,25,16,89503
8,M,35,2,2143
9,M,35,4,55122
10,M,1,4,55417
11,M,45,4,43214
12,M,25,2,55117
13,M,18,4,55409
14,F,18,9,55317
15,M,35,1,55406
16,M,45,13,55076
17,M,18,7,50613
18,M,35,13,54016
19,F,25,6,55422
20,M,25,6,55406
21,M,25,4,55125
22,F,25,17,55104
23,M,25,12,55455
24,M,18,17,55112
25,M,25,3,55303
26,M,35,11,55455
27,F,35,18,55104
28,M,25,12,55455
29,M,18,7,54901
30,M,45,7,55306
31,M,25,7,55303
32,M,25,1,55306
33,F,45,2,55115
34,M,35,2,98155
35,M,25,18,55125
36,M,25,0,43023
37,F,25,19,55030
38,M,50,7,53705
39,F,18,7,55129
40,F,50,3,32940
41,M,35,13,55127
42,M,18,12,55105
43,M,25,3,55421
44,M,50,14,55108
45,M,35,12,55117
46,F,18,0,55042
47,M,25,1,55105
48,M,18,7,80123
49,M,18,10,85037
50,M,35,20,24523
51,F,56,4,54720
52,M,25,4,55117
53,M,25,7,55102
54,M,35,1,55092
55,M,35,3,55113
56,F,45,20,55105
57,M,18,0,54703
58,M,25,1,55405-2546
59,F,25,17,55105
60,M,18,17,55313
61,M,25,14,55075
62,F,25,20,55416
63,M,25,10,55105
64,F,35,1,55455
65,M,35,4,94523
66,M,35,15,55405
67,F,45,12,55075
68,F,18,0,55082
69,M,25,1,55122
70,M,50,17,55068
71,F,18,4,8904
72,M,18,4,55418
73,M,18,2,55112
74,M,18,14,92126
75,F,25,2,55421
76,F,45,1,55127
77,M,35,17,55410
78,M,45,0,55113
79,M,25,1,55042
80,M,50,2,55422
81,M,35,17,55115
82,M,25,20,55305
83,F,25,7,55105
84,F,25,11,55104
85,M,35,6,55042
86,M,25,0,91367
87,F,50,7,55082
88,M,25,0,55107
89,M,25,6,55455
90,M,25,4,55345
91,M,35,11,56043
92,M,35,7,55112
93,F,56,17,55016
94,F,45,0,17870
95,M,18,5,55421
96,F,50,1,55455
97,M,18,17,55412
98,M,18,17,55113
99,M,25,6,55108
100,F,25,3,55105
1,F,35,4,55129
2,M,18,4,55427
3,M,18,7,2138
4,M,25,0,10128
5,M,35,0,13077
6,F,25,0,55105
7,M,25,16,89503
8,M,35,2,2143
9,M,35,4,55122
10,M,1,4,55417
11,M,45,4,43214
12,M,25,2,55117
13,M,18,4,55409
14,F,18,9,55317
15,M,35,1,55406
16,M,45,13,55076
17,M,18,7,50613
18,M,35,13,54016
19,F,25,6,55422
20,M,25,6,55406
21,M,25,4,55125
22,F,25,17,55104
23,M,25,12,55455
24,M,18,17,55112
25,M,25,3,55303
26,M,35,11,55455
27,F,35,18,55104
28,M,25,12,55455
29,M,18,7,54901
30,M,45,7,55306
31,M,25,7,55303
32,M,25,1,55306
33,F,45,2,55115
34,M,35,2,98155
35,M,25,18,55125
36,M,25,0,43023
37,F,25,19,55030
38,M,50,7,53705
39,F,18,7,55129
40,F,50,3,32940
41,M,35,13,55127
42,M,18,12,55105
43,M,25,3,55421
44,M,50,14,55108
45,M,35,12,55117
46,F,18,0,55042
47,M,25,1,55105
48,M,18,7,80123
49,M,18,10,85037
50,M,35,20,24523
51,F,56,4,54720
52,M,25,4,55117
53,M,25,7,55102
54,M,35,1,55092
55,M,35,3,55113
56,F,45,20,55105
57,M,18,0,54703
58,M,25,1,55405-2546
59,F,25,17,55105
60,M,18,17,55313
61,M,25,14,55075
62,F,25,20,55416
63,M,25,10,55105
64,F,35,1,55455
65,M,35,4,94523
66,M,35,15,55405
67,F,45,12,55075
68,F,18,0,55082
69,M,25,1,55122
70,M,50,17,55068
71,F,18,4,8904
72,M,18,4,55418
73,M,18,2,55112
74,M,18,14,92126
75,F,25,2,55421
76,F,45,1,55127
77,M,35,17,55410
78,M,45,0,55113
79,M,25,1,55042
80,M,50,2,55422
81,M,35,17,55115
82,M,25,20,55305
83,F,25,7,55105
84,F,25,11,55104
85,M,35,6,55042
86,M,25,0,91367
87,F,50,7,55082
88,M,25,0,55107
89,M,25,6,55455
90,M,25,4,55345
91,M,35,11,56043
92,M,35,7,55112
93,F,56,17,55016
94,F,45,0,17870
95,M,18,5,55421
96,F,50,1,55455
97,M,18,17,55412
98,M,18,17,55113
99,M,25,6,55108
100,F,25,3,55105
1,F,35,4,55129
2,M,18,4,55427
3,M,18,7,2138
4,M,25,0,10128
5,M,35,0,13077
6,F,25,0,55105
7,M,25,16,89503
8,M,35,2,2143
9,M,35,4,55122
10,M,1,4,55417
11,M,45,4,43214
12,M,25,2,55117
13,M,18,4,55409
14,F,18,9,55317
15,M,35,1,55406
16,M,45,13,55076
17,M,18,7,50613
18,M,35,13,54016
19,F,25,6,55422
20,M,25,6,55406
21,M,25,4,55125
22,F,25,17,55104
23,M,25,12,55455
24,M,18,17,55112
25,M,25,3,55303
26,M,35,11,55455
27,F,35,18,55104
28,M,25,12,55455
29,M,18,7,54901
30,M,45,7,55306
31,M,25,7,55303
32,M,25,1,55306
33,F,45,2,55115
34,M,35,2,98155
35,M,25,18,55125
36,M,25,0,43023
37,F,25,19,55030
38,M,50,7,53705
39,F,18,7,55129
40,F,50,3,32940
41,M,35,13,55127
42,M,18,12,55105
43,M,25,3,55421
44,M,50,14,55108
45,M,35,12,55117
46,F,18,0,55042
47,M,25,1,55105
48,M,18,7,80123
49,M,18,10,85037
50,M,35,20,24523
51,F,56,4,54720
52,M,25,4,55117
53,M,25,7,55102
54,M,35,1,55092
55,M,35,3,55113
56,F,45,20,55105
57,M,18,0,54703
58,M,25,1,55405-2546
59,F,25,17,55105
60,M,18,17,55313
61,M,25,14,55075
62,F,25,20,55416
63,M,25,10,55105
64,F,35,1,55455
65,M,35,4,94523
66,M,35,15,55405
67,F,45,12,55075
68,F,18,0,55082
69,M,25,1,55122
70,M,50,17,55068
71,F,18,4,8904
72,M,18,4,55418
73,M,18,2,55112
74,M,18,14,92126
75,F,25,2,55421
76,F,45,1,55127
77,M,35,17,55410
78,M,45,0,55113
79,M,25,1,55042
80,M,50,2,55422
81,M,35,17,55115
82,M,25,20,55305
83,F,25,7,55105
84,F,25,11,55104
85,M,35,6,55042
86,M,25,0,91367
87,F,50,7,55082
88,M,25,0,55107
89,M,25,6,55455
90,M,25,4,55345
91,M,35,11,56043
92,M,35,7,55112
93,F,56,17,55016
94,F,45,0,17870
95,M,18,5,55421
96,F,50,1,55455
97,M,18,17,55412
98,M,18,17,55113
99,M,25,6,55108
100,F,25,3,55105
1,F,35,4,55129
2,M,18,4,55427
3,M,18,7,2138
4,M,25,0,10128
5,M,35,0,13077
6,F,25,0,55105
7,M,25,16,89503
8,M,35,2,2143
9,M,35,4,55122
10,M,1,4,55417
11,M,45,4,43214
12,M,25,2,55117
13,M,18,4,55409
14,F,18,9,55317
15,M,35,1,55406
16,M,45,13,55076
17,M,18,7,50613
18,M,35,13,54016
19,F,25,6,55422
20,M,25,6,55406
21,M,25,4,55125
22,F,25,17,55104
23,M,25,12,55455
24,M,18,17,55112
25,M,25,3,55303
26,M,35,11,55455
27,F,35,18,55104
28,M,25,12,55455
29,M,18,7,54901
30,M,45,7,55306
31,M,25,7,55303
32,M,25,1,55306
33,F,45,2,55115
34,M,35,2,98155
35,M,25,18,55125
36,M,25,0,43023
37,F,25,19,55030
38,M,50,7,53705
39,F,18,7,55129
40,F,50,3,32940
41,M,35,13,55127
42,M,18,12,55105
43,M,25,3,55421
44,M,50,14,55108
45,M,35,12,55117
46,F,18,0,55042
47,M,25,1,55105
48,M,18,7,80123
49,M,18,10,85037
50,M,35,20,24523
51,F,56,4,54720
52,M,25,4,55117
53,M,25,7,55102
54,M,35,1,55092
55,M,35,3,55113
56,F,45,20,55105
57,M,18,0,54703
58,M,25,1,55405-2546
59,F,25,17,55105
60,M,18,17,55313
61,M,25,14,55075
62,F,25,20,55416
63,M,25,10,55105
64,F,35,1,55455
65,M,35,4,94523
66,M,35,15,55405
67,F,45,12,55075
68,F,18,0,55082
69,M,25,1,55122
